BSE Symbol,NSE Symbol,Company Name          ,AUDITED,,,,,,,,,,LATEST QTR.,,,YEAR TO DATE,,,,,SHAREHOLDINGS,,,,MARKET RELATED DATA,,,,,Sector,*You will find NULL at many places. This for those companies that have announced their FY24 results and do not have YTD Sales or Net Profit. It is reflected in yearly numbers.
,,,Face,Month/,CEqt.,BkVal,Sales,NP,EPS,Div,D/E,RONW,LatQ,Sales,NP,Year/,Sales,Sales,NP,NP,Prom,. Pledged,Inst.,NoShold,Mkt.Cap.,Price,52 Week,Entprise,Trail.P/E,,
,,,Value,Year,Rs.Cr,Rs.,Rs.Cr.,Rs.Cr.,(Rs.),(Rs.),Ratio,(%),Year,Rs.Cr.,Rs.Cr,Month,Rs.Cr.,Growth,Rs.Cr.,Growth,(%),(%),(%),('000),Rs.Cr.,Rs.,H/L,Value,Ratio,,
,,,,,,,,,,,,,,,,,,,,,,,,,As on Date 6th Feb 2025,,,,,,
512573,AVANTIFEED,Avanti Feeds Ltd.,1,2403,13.63,155.18,5368.89,393.59,22.61,6.75,0,16.44,2409,1355.09,120.98,2409H,2352.35,-0.35,221.13,38.54,43.23,0,22.68,13.62,9828.08,728.1,791.10/472.00,9264.11,31.72,Consumer Food,
517506,TTKPRESTIG,TTK Prestige Ltd.,1,2403,13.86,137.5,2678.05,225.33,17.23,6,0,12.06,2412,727.23,57.35,2412N,1926.52,0.32,158.73,-9.65,70.52,0,21.99,13.69,9774.8,742.65,1022.00/647.40,9133.88,46.11,Consumer Durables - Domestic Appliances,
509488,GRAPHITE,Graphite India Ltd.,2,2403,39,282.38,2950,805,44.72,11,0.02,17.46,2409,643,194,2409H,1258,-16.47,387,-50.89,65.34,0,14.98,19.54,9754.13,503.45,709.45/458.60,9821.13,23.32,Electrodes & Welding Equipment,
533095,,Bengal & Assam Company Ltd.,10,2403,11.3,1014.7,12917.41,3467.15,102.47,40,0.09,11.08,2409,589.88,123.2,2409H,124.37,42.09,101.03,53,73.01,0,4.58,1.13,9669.66,8563.9,11498.90/7578.00,9666.39,63.86,Finance - NBFC,
530343,GENUSPOWER,Genus Power Infrastructures Ltd.,1,2403,30.38,54.23,1200.58,101.04,2.47,0,0.38,5.91,2409,486.88,84.22,2409H,901.04,73.25,100.63,232.35,39.39,26.27,26.36,30.39,9628.44,320.95,485.85/204.60,10041.39,73.87,Engineering - Industrial Equipments,
539978,QUESS,Quess Corp Ltd.,10,2403,148.51,197.52,19100.13,280.47,23.09,10,0.12,13.73,2412,5519.07,85.14,2412N,13301.48,23.8,336.82,82.62,56.57,0,25.68,14.87,9619.33,652.05,875.00/460.00,9470.03,21.98,BPO/ITeS,
544057,HAPPYFORGE,Happy Forgings Ltd.,2,2403,18.84,181.59,1358.24,242.98,25.79,4,0.09,18.73,2409,361.13,71.37,2409H,702.6,0,135.28,0,78.6,0,19.34,9.42,9594.44,1013.25,1298.95/813.55,9650.16,47.47,Forgings,
500101,ARVIND,Arvind Ltd.,10,2403,261.63,133.93,7737.75,352.71,11.65,4.75,0.36,9.01,2412,2089.21,107.01,2412N,5637.39,8.39,147.27,-36.81,39.59,2.87,36.27,26.18,9584.63,359.6,450.40/236.05,10919.89,42.95,Textile,
532178,ENGINERSIN,Engineers India Ltd.,5,2403,281.02,42.36,3280.86,360.16,6.35,3,0,16.16,2409,688.94,76.9,2409H,1287.06,-18.83,133.9,-37.96,51.32,0,17.48,56.2,9492.9,167.9,304.00/153.10,8439.85,41.97,Engineering,
500038,BALRAMCHIN,Balrampur Chini Mills Ltd.,1,2403,20.18,166.02,5593.74,508.38,21.47,3,0.62,14.13,2409,1297.95,58.78,2409H,2719.55,-7.15,61.13,-65.19,42.87,0,38.64,20.19,9477.3,476.1,692.85/343.45,10044.92,37.16,Sugar,
543398,LATENTVIEW,Latent View Analytics Ltd.,1,2403,20.59,56.49,640.68,158.64,5.5,0,0,10.92,2409,208.95,40.7,2409H,161.44,14.76,61.11,15.99,65.24,0,6.53,20.65,9476.01,460.95,575.00/402.10,9447.6,105.09,Business Support,
543427,MEDPLUS,Medplus Health Services Ltd.,2,2403,23.91,102.15,5624.86,65.58,0.8,0,0,0.85,2412,1561.45,45.87,2412N,511.34,60.47,26.37,0,40.39,22.29,40.88,11.95,9449.23,810.35,876.75/597.95,9393.69,267.05,Pharmaceuticals & Drugs,
521070,ALOKINDS,Alok Industries Ltd.,1,2403,496.53,-37.94,5509.59,-845.86,-1.64,0,-1.35,0,2412,863.86,-272.77,2412N,2643.68,-32.3,-701.06,0,75,0,2.79,496.52,9354.51,18.76,32.00/17.68,33682.77,0,Textile,
543573,SYRMA,Syrma SGS Technology Ltd.,10,2403,177.43,82.24,3153.84,124.34,1.13,1.5,0.35,1.39,2412,869.2,53.01,2412N,1812.26,63.86,47.54,155.25,46.58,0,15.94,17.82,9346.17,531.4,646.50/376.30,9618.84,193.01,Electronics - Components,
543425,MAPMYINDIA,CE Info Systems Ltd.,2,2403,10.81,139.51,379.42,135.9,25.42,3.5,0,23.73,2412,114.54,32.56,2412N,266.37,15.48,101.16,1.48,51.67,0,11.79,5.44,9254.68,1695.7,2745.05/1514.70,9168.57,66.17,IT - Software,
532375,TIPSMUSIC,Tips Music Ltd.,1,2403,12.84,19.04,241.58,127.17,9.9,6,0,80.57,2412,77.67,44.23,2412N,232.2,30.21,135.95,34.07,64.15,0,11.7,12.78,9253.73,701,950.00/345.50,9234.96,55.49,"Film Production, Distribution & Entertainment",
542650,METROPOLIS,Metropolis Healthcare Ltd.,2,2403,10.25,220.98,1207.71,128.45,22.62,0,0,11.87,2412,322.77,31.47,2412N,904.59,11.52,100.95,20.02,49.4,0.59,46.73,5.13,9250.6,1847.35,2306.85/1555.55,9226.3,71.32,Hospital & Healthcare Services,
500380,JKLAKSHMI,JK Lakshmi Cement Ltd.,5,2403,58.85,271.2,6788.47,488.15,36.05,6.5,0.23,14.62,2409,1234.29,-10.94,2409H,2585.86,-16.2,163.85,3.76,46.34,0,37.18,11.77,9224.74,847.95,998.40/686.70,9780.47,32.59,Cement & Construction Materials,
532856,TIMETECHNO,Time Technoplast Ltd.,1,2403,22.69,79.72,4992.5,315.89,7.03,2,0.4,9.38,2409,1370.52,99.79,2409H,1340.39,14.72,86.24,43.54,51.56,0,20.85,22.69,9172.47,405.9,513.35/162.80,9794.51,65.4,Plastic Products,
534809,PCJEWELLER,PC Jeweller Ltd.,1,2403,465.4,7.11,605.4,-629.36,-13.95,0,1.41,-20.21,2412,639.45,147.96,2412N,1544.24,995.52,479.98,0,43.52,0,6.71,583.82,9171.76,15.34,186.80/12.92,13111.71,3.22,Diamond  &  Jewellery,
509496,ITDCEM,ITD Cementation India Ltd.,1,2403,17.18,94.96,7717.87,258.36,15.93,1.7,0.58,20.04,2409,1990.87,72.13,2409H,4274.5,26.34,172.23,62.74,46.64,0,19.65,17.18,9168.3,536.7,694.45/256.40,9726.13,35.22,Engineering - Construction,
506767,ALKYLAMINE,Alkyl Amines Chemicals Ltd.,2,2403,10.22,265.12,992.88,196.93,29.13,10,0,12.26,2412,234.77,49.21,2412N,1185.78,9.39,140.09,26.85,72,0,4.99,5.11,9139.54,1813.85,2456.95/1607.85,9005.43,51.95,Chemicals,
543253,BECTORFOOD,Mrs. Bectors Food Specialities Ltd.,10,2403,58.78,171.77,1623.95,140.29,20.98,3.25,0.37,21.99,2412,492.12,34.57,2412N,1330.18,17.4,92.19,-0.7,49.03,0,35.32,6.14,9120.08,1460,2196.00/964.40,8884.52,71.46,Consumer Food,
519600,CCL,CCL Products (India) Ltd.,2,2403,26.61,85.41,2653.7,250.08,7.16,4.5,0.71,8.8,2412,758.41,63.04,2412N,1270.1,22.04,62.14,-18.02,46.09,0,31.18,13.35,9095.24,648.55,854.00/551.40,9943.84,105.01,Tea/Coffee,
523598,SCI,Shipping Corporation Of India Ltd.,10,2403,465.8,161.28,5046.53,611.18,13.14,0.5,0.42,9.18,2409,1450.76,289.14,2409H,2964.7,29.28,577.14,206.81,63.75,0,8.42,46.58,9076.09,195,384.80/177.70,10415.35,10.45,Shipping,
540203,SFL,Sheela Foam Ltd.,5,2403,54.35,255.53,2982.31,194.51,15.48,0,0.36,8.34,2412,967.11,18.3,2412N,1896.92,37.71,99.91,-20.35,65.7,0.01,27.59,10.87,9072.97,869.4,1170.00/775.15,9955.13,60.49,Household & Personal Products,
543959,SBFC,SBFC Finance Ltd.,10,2403,1071.89,28.27,1018.64,237.1,2.21,0,1.45,10.66,2412,333.5,88.28,2412N,944.54,27.69,250.78,53.29,54.75,0,21.38,108.27,9055.93,85.05,105.72/72.23,12443.02,28.22,Finance - NBFC,
543530,PARADEEP,Paradeep Phosphates Ltd.,10,2403,814.78,48.07,11575.12,99.24,1.22,0.5,1.12,2.81,2412,4104.92,158.69,2412N,10326.19,10.65,392.48,397.19,56.05,0,30.94,81.52,9040.68,108.85,130.45/62.10,12826.51,21.49,Fertilizers,
520113,VESUVIUS,Vesuvius India Ltd.,10,2212,20.3,675.89,1342.58,116.79,57.53,8.25,0,19.43,2409,444.16,68.46,24090,2963.06,35.89,417.53,70.41,55.57,0,24.73,2.03,9024.55,4375.65,6000.00/3016.95,8601.84,43.42,Refractories,
543259,HOMEFIRST,Home First Finance Company India Ltd.,2,2403,17.7,265.74,1137.45,305.72,34.54,3.4,3.51,15.78,2412,405.95,97.38,2412N,1115.28,35.24,277.38,24.8,14.31,0,56.2,8.97,9005.54,1016.05,1383.05/777.00,16359.25,25.09,Finance - Housing,
511196,CANFINHOME,Can Fin Homes Ltd.,2,2403,26.63,369.02,3523.06,750.7,56.37,6,7.34,18.79,2412,986.11,212.12,2412N,2879.68,10.92,623.25,15.06,29.99,0,39.48,13.32,8962.6,666.25,951.45/638.50,33024.19,10.66,Finance - Housing,
500335,BIRLACORPN,Birla Corporation Ltd.,10,2403,77.01,636.11,9662.72,420.56,25.73,10,0.18,4.46,2412,2256.65,31.19,2412N,3622.91,-14.02,-25.07,-118.06,62.9,0,21.84,7.7,8949.18,1187.5,1801.25/1074.20,9772.2,267.48,Diversified,
517385,SYMPHONY,Symphony Ltd.,2,2403,14,110.63,1156,148,21.86,13,0,18.15,2412,242,-10,2412N,814,49.36,132,23.36,73.43,0,15.24,6.87,8940.67,1262.45,1878.95/820.10,8907.67,49.65,Consumer Durables - Domestic Appliances,
500033,FORCEMOT,Force Motors Ltd.,10,2403,13.18,1944.52,6992.13,402.04,304.76,20,0.23,18.86,2409,1941.33,140.77,2409H,3825.98,16.33,260.27,52.89,61.63,0,9.06,1.32,8939.9,6583.2,10272.70/3990.10,8894.59,21.86,Automobiles-Trucks/Lcv,
500126,PGHL,Procter & Gamble Health Ltd.,10,2406,16.6,368.71,1151.26,200.98,121.07,260,0,31.58,2409,313.41,82.33,2409Q,313.41,2.78,82.33,25.56,51.82,0,21.73,1.66,8890.88,5386.05,5835.95/4640.30,8646.52,61.38,Pharmaceuticals & Drugs,
500655,GRWRHITECH,Garware Hi-Tech Films Ltd.,10,2403,23.23,933.22,1677.02,203.29,77.89,10,0.01,9.54,2409,620.58,104.26,2409H,1037.95,46.19,199.76,176.56,60.72,0,7.02,2.32,8888.83,3915,5373.00/1513.25,8859.01,35.28,Plastic Products,
532443,CERA,Cera Sanitaryware Ltd.,5,2403,6.5,945.6,1879.41,241.32,183.89,60,0.01,19.04,2409,492.56,68.61,2409H,888.01,-0.09,115.04,1.57,54.41,0,28.43,1.29,8830.11,6880.55,11499.70/6129.00,8815.15,46.94,Ceramics/Marble/Granite/Sanitaryware,
544046,INOXINDIA,Inox India Ltd.,2,2403,18.15,85.75,1131.17,196,20.51,0,0.01,29.64,2409,306.56,49.49,2409H,595.15,0,102.63,0,75,0,13.51,9.08,8825.84,975.4,1507.20/885.65,8902.09,60.81,Engineering - Industrial Equipments,
532468,,Kama Holdings Ltd.,10,2403,32.09,266.02,13440.14,1538.75,96.42,101,0,40.97,2409,3451.86,203.93,2409H,53.7,-0.32,51.79,-2.68,75,0,0.25,3.21,8817.85,2715,3098.00/2349.00,8815.65,28.78,Finance - Investment,
544344,SHRIPISTON,Shriram Pistons & Rings Ltd,10,2403,44.05,517.35,3089.33,438.66,101.43,10,0.18,25.82,2412,847.89,120.98,2412N,2324.74,7.01,359.31,10.14,43.75,0,17.56,4.4,8815.91,2024,2100.00/1980.00,8199.56,18.58,Engineering - Industrial Equipments,
500245,KIRLFER,Kirloskar Ferrous Industries Ltd.,5,2403,69.66,207.77,6146.29,297.66,14.1,3,0.38,10.34,2412,1607.6,54.31,2412N,4830.07,74.1,221.73,36.55,50.91,0,12.39,16.46,8746.7,544,826.00/496.10,10008.34,34.15,Castings/Forgings,
543332,EPIGRAL,Epigral Ltd.,10,2403,41.55,425.63,1929.19,195.79,47.12,5,0.77,16.85,2412,645.24,103.54,2412N,1922.5,36.88,270.08,126.73,68.94,0,7.34,4.31,8742.59,1937.05,2408.35/940.00,9631.7,23.47,Chemicals,
544022,ASKAUTOLTD,ASK Automotive Ltd.,2,2403,39.43,51.31,2994.55,157.27,8.91,1,0.09,22.57,2412,915.1,64.73,2412N,2484.2,62.38,166.03,75.94,78.95,0,14.56,19.71,8736.37,437.5,508.95/240.70,8767.26,40.7,Auto Ancillary,
524230,RCF,Rashtriya Chemicals and Fertilizers Ltd.,10,2403,551.69,83.96,16981.31,227.74,4.13,1.24,0.71,4.94,2409,4289.56,78.6,2409H,8685.62,5.95,89.33,-25.3,75,0,2.55,55.17,8724.95,157.9,245.00/118.95,9634.99,46.59,Fertilizers,
544061,AZAD,Azad Engineering Ltd.,2,2403,11.82,119.65,340.77,58.58,9.91,0,0.06,13.8,2412,120.48,23.72,2412N,328.41,268.06,62.49,271.88,65.9,0.5,16.55,5.91,8710.3,1519.4,2080.00/890.60,8822.63,116.02,Engineering - Industrial Equipments,
530005,INDIACEM,The India Cements Ltd.,10,2403,309.9,140.05,5112.24,-215.76,-6.54,0,0.52,-4,2412,940.81,116.52,2412N,2891.34,-21.79,-611.36,0,55.49,0,21.18,30.99,8705.01,281,382.25/172.55,10808.53,0,Cement & Construction Materials,
539992,LLOYDSENGG,Lloyds Engineering Works Ltd.,1,2403,114.46,5.06,624.24,79.84,0.7,0,0.15,27.06,2409,201.44,27.08,2409H,347.57,47.97,49.17,55.44,56.39,0,3.03,116.22,8704.03,74.4,93.49/42.20,8624.28,121.13,Engineering - Industrial Equipments,
533269,WABAG,VA Tech Wabag Ltd.,2,2403,12.4,259.05,2856.4,259.9,38.03,0,0.11,17.1,2409,700.3,65,2409H,1159.2,4.12,108.1,6.92,19.13,0,20.88,6.22,8674.32,1395.4,1943.95/650.05,8469.82,48.04,Environmental Services,
540935,GALAXYSURF,Galaxy Surfactants Ltd.,10,2403,35.45,402.84,3794.38,301.47,56.51,22,0.09,15.24,2409,1062.99,84.71,2409H,1459.7,6.85,100.36,-5.96,70.91,0.01,17.17,3.55,8654.68,2452,3366.30/2241.10,8694.5,61.05,Household & Personal Products,
540575,STARCEMENT,Star Cement Ltd.,1,2403,40.42,39.28,2910.67,295.11,5.46,0,0.05,14.03,2412,718.75,9.04,2412N,1328.62,-34.68,-95.31,-164.73,57.69,0.65,6.15,40.42,8643.4,214.65,255.95/171.55,8958.21,0,Cement & Construction Materials,
543936,SENCO,Senco Gold Ltd.,5,2403,77.7,116.07,5241.44,181,24.29,1,1.09,16.33,2409,1500.49,12.12,2409H,2873.64,17.36,70.18,73.33,64.11,0,22.2,8.18,8588.44,505.6,1544.00/445.00,9684.8,36.72,Diamond  &  Jewellery,
533160,DBREALTY,Valor Estate Ltd.,10,2403,537.79,104.93,357.47,1323.23,14.9,0,0.07,18.35,2409,79.05,-112.3,2409H,1.5,0,-107.12,-115.87,47.37,15.86,3.99,53.85,8566.99,156.7,284.95/149.60,8792.84,0,Construction - Real Estate,
530007,JKTYRE,JK Tyre & Industries Ltd.,2,2403,52.14,149.2,15001.78,811.48,22.66,4.5,0.61,17.44,2412,3673.68,57.37,2412N,7502.63,-2.53,288.68,-35.05,50.55,0,22.32,27.4,8546.68,311,553.85/296.30,10830.35,18.95,Tyres & Allied,
500463,BBOX,Black Box Ltd.,2,2403,33.61,27.8,6281.58,136,-0.89,0,0.04,-4.67,2409,1497.23,51.28,2409H,165.27,-7.67,-5.05,0,70.6,0,4.5,16.92,8541.86,508.6,715.80/210.10,8432.75,0,Telecommunication - Equipment,
500670,GNFC,Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,10,2403,147,561.72,7930,485,32.99,16.5,0,5.64,2409,1917,102,2409H,3938,5.52,217,-17.49,41.3,0,26.52,14.69,8521.82,574,776.60/516.05,6663.82,24.53,Fertilizers,
544008,MAXESTATES,Max Estates Ltd.,10,2403,147.13,142.28,92.94,-55.12,1.58,0,0.13,1.99,2409,40.18,-1.38,2409H,22.29,134.59,248.93,4303.45,45.25,0,33.55,16.1,8513.38,534,724.45/246.00,7712.38,33.82,Construction - Real Estate,
532668,AURIONPRO,Aurionpro Solutions Ltd.,10,2403,24.72,185.13,887.47,142.93,15.74,2.5,0.11,8.97,2412,306.12,47.8,2412N,545.88,33.54,58.92,118.03,26.88,0,16.25,5.52,8496.26,1550.25,3049.75/1347.60,8286.84,98.17,IT - Software,
542323,KPIGREEN,KPI Green Energy Ltd.,5,2403,60.28,94.67,1023.9,161.66,17.2,0.7,1.05,21.24,2409,359.68,69.84,2409H,620.44,121.08,89.37,140.93,48.78,22.19,10.6,13.13,8487.95,452.65,2426.85/312.95,8283.35,28.63,Engineering - Construction,
543523,CAMPUS,Campus Activewear Ltd.,5,2403,152.63,22.69,1194.18,107.76,2.93,0,0.04,14.97,2409,337.71,28.66,2409H,672.45,9.8,39.68,24.78,73.84,0,16.76,30.54,8459.53,273.9,371.15/212.80,8490.81,115.44,Footwear,
523704,MASTEK,Mastek Ltd.,5,2403,15.42,284.87,3054.79,310.97,36.65,19,0.06,14.56,2412,869.53,94.71,2412N,360.75,33.36,77.03,1.73,36.22,0,18.66,3.09,8441.48,2771,3375.00/2137.25,8440.71,74.78,IT - Software,
500031,BAJAJELEC,Bajaj Electricals Ltd.,2,2403,23.04,129.73,4641.27,131.08,11.8,3,0,8.23,2412,1289.72,33.36,2412N,3562.96,3.17,74.37,-35.16,62.72,1.6,23.73,11.53,8419.41,733.5,1120.00/647.35,8383.21,81.55,Consumer Durables - Domestic Appliances,
531543,JINDWORLD,Jindal Worldwide Ltd.,1,2403,20.05,36.97,1814.09,75.66,3.49,0,0.95,10.32,2409,570.81,17.33,2409H,1088.02,32.92,34.89,35.71,59.8,6.23,0.3,20.05,8411.83,421,452.40/271.30,8801.6,144.95,Textile,
543280,NAZARA,Nazara Technologies Ltd.,4,2403,30.62,305.73,1138.28,76.76,-12.74,0,0,-7.75,2409,318.94,17.47,2409H,14.71,26.48,22.36,975,9,0,24.74,8.55,8405.65,965.25,1097.55/590.85,8122.19,0,IT - Software,
541578,VARROC,Varroc Engineering Ltd.,1,2403,15.28,63.83,7551.94,487.68,23.37,0,1.37,48.75,2409,2080.77,57.1,2409H,2385.91,10.53,64.8,0,75,0,16.39,15.28,8393.32,550.7,717.00/432.20,9543.69,65.19,Auto Ancillary,
532356,TRIVENI,Triveni Engineering & Industries Ltd.,1,2403,21.89,133.94,6151.4,394.98,17.89,5.75,0.46,14.11,2412,1600.3,42.45,2412N,4810.11,4.53,73.38,-68.33,60.98,0,14.88,21.89,8319.22,389.05,536.00/266.15,8523.61,36.52,Sugar,
500265,MAHSEAMLES,Maharashtra Seamless Ltd.,5,2403,67,449.71,5404.12,974.27,72.76,10,0,18.91,2412,1408.11,189.82,2412N,3850.07,-8.08,550.32,-26.78,68.07,0,12.94,13.4,8310.63,653.75,1047.55/562.65,8253.2,11.32,Steel & Iron Products,
500690,GSFC,Gujarat State Fertilizers & Chemicals Ltd.,2,2403,79.7,334.11,9154.64,555.37,13.16,4,0,4.27,2409,2635.17,296.99,2409H,4766.85,-5.59,395.31,1.08,37.84,0,23.51,39.85,8278.37,210.25,288.05/183.70,6028.85,20.12,Fertilizers,
533033,ISGEC,ISGEC Heavy Engineering Ltd.,1,2403,7.35,312.2,6219.34,254.75,31.53,4,0.01,11.3,2409,1643.9,95.6,2409H,2455.33,9.39,171.91,47.21,62.43,0,15.77,7.35,8247.44,1126.95,1677.25/810.00,8204.65,34.13,Engineering - Construction,
509557,GARFIBRES,Garware Technical Fibres Ltd.,10,2403,20.38,121.68,1325.61,208.18,96.6,3,0.1,17.44,2409,420.59,65.96,2409H,761.1,18.78,120.37,30.87,53,0,20.52,1.99,8244.03,844.05,4925.80/715.45,8360.71,8.93,Textile,
532798,NETWORK18,Network 18 Media & Investments Ltd.,5,2403,523.47,31.07,9297.45,-507.45,-2.51,0,2.13,-17.01,2412,1360.5,-1518.68,2412N,977.69,593.2,3282.48,0,56.89,0,6.79,154.2,8208.07,52.34,123.00/47.61,10968.72,2.59,TV Broadcasting & Software Production,
500214,IONEXCHANG,Ion Exchange (India) Ltd.,1,2403,14.67,82.18,2347.85,193.82,13.91,1.5,0.04,20.82,2412,690.51,49.03,2412N,1754.95,21.55,149.9,14.49,25.8,0,19.45,14.67,8186.2,556.55,767.00/407.00,7848.63,36.84,Engineering - Industrial Equipments,
532915,RELIGARE,Religare Enterprises Ltd.,10,2403,329.72,63.65,6234.79,347.41,-1.98,0,0.06,-3.07,2412,1664.43,-63.28,2412N,6.33,-25.91,-19.8,0,0,0,21.17,33.06,8177.07,242.1,319.90/201.00,8195.2,0,Finance - Investment,
543243,EQUITASBNK,Equitas Small Finance Bank Ltd.,10,2403,1134.89,52.79,5486.4,798.96,7.04,1,0.3,14.42,2412,1611.93,66.3,2412N,4667.75,15.49,104.94,-82.25,0,0,58.04,113.93,8168.41,71.16,109.70/61.36,6455.59,25.87,Bank - Private,
543333,CARTRADE,CarTrade Tech Ltd.,10,2403,46.89,446.95,489.95,19.98,9,0,0,2.36,2412,176.22,45.54,2412N,174.08,26.56,53.02,68.51,0,0,74.78,4.74,8154.74,1742.5,1813.15/621.65,8150.84,129.13,Automobiles - Dealers & Distributors,
541019,HGINFRA,H.G. Infra Engineering Ltd.,10,2403,65.17,389.49,5378.48,538.22,83.7,1.5,0.19,26.63,2412,1264.84,114.18,2412N,4078.87,16.97,364.74,-5.39,71.78,0,14.91,6.52,8132.38,1268.2,1880.00/854.80,8902.94,15.75,Engineering - Construction,
532349,TCI,Transport Corporation Of India Ltd.,2,2403,15.5,254.15,4024.2,278.6,42.31,7,0.05,19.32,2412,1147.1,79.6,2412N,2931.4,10.21,305.9,24.4,68.74,0,15.68,7.66,8098.97,1098,1301.85/686.25,8146.47,21.83,Logistics,
506655,SUDARSCHEM,Sudarshan Chemical Industries Ltd.,2,2403,13.84,280.58,2538.78,357.45,48.41,4.6,0.33,35.15,2409,696.09,29.9,2409H,1255.57,23.81,102.32,-63.38,27.55,0,27.35,6.92,8075.33,1035,1235.00/505.00,8486.47,51.47,Dyes & Pigments,
543417,RATEGAIN,RateGain Travel Technologies Ltd.,1,2403,11.78,112.17,957.03,145.39,3.72,0,0,4.56,2409,277.26,52.21,2409H,98.57,27.03,27.69,197.88,48.22,0,30.88,11.79,8067.56,687,921.10/621.05,8023.33,177.39,IT - Software,
532726,GALLANTT,Gallantt Ispat Ltd.,10,2403,241.28,108.68,4227.12,225.34,9.34,1,0.19,9.64,2412,1118.32,113.67,2412N,3220.58,5.64,284.44,118.89,68.93,0.21,0.07,24.13,8006.91,352.55,406.00/182.00,8412.8,22.4,Steel & Iron Products,
500191,HMT,HMT Ltd.,10,2403,355.6,10.95,163.39,2550.77,0.69,0,1.48,5.47,2409,41.59,-27.09,2409H,11.59,-39.98,11.39,105.6,93.69,0,5.61,120.41,7991.56,67.26,102.60/42.64,8492.08,93.9,Engineering - Industrial Equipments,
532553,WELENT,Welspun Enterprises Ltd.,10,2403,136.51,188.18,2872.28,319.98,20.89,3,0.07,11.68,2412,866.87,77.06,2412N,2092.92,15.85,223.09,0.95,54.8,0,7.63,13.84,7969.18,582.45,654.00/270.05,7850.26,27.69,Construction - Real Estate,
500123,DRBECK,Elantas Beck India Ltd.,10,2312,7.93,1056.76,679.89,137.3,173.18,5,0,20.64,2409,183.57,31.07,2409N,551.54,8.99,109.82,9.5,75,0,12.38,0.79,7936.96,10123.2,14980.00/7601.05,7588.92,73.08,Chemicals,
500110,CHENNPETRO,Chennai Petroleum Corporation Ltd.,10,2403,148.91,502.98,79272.54,2708.54,182.07,55,0.32,36.46,2412,15683.25,10.46,2412N,50469.28,-13.65,-276.43,-113.17,67.29,0,12.89,14.89,7931.77,527.65,1274.00/508.20,13824.74,23.39,Refineries,
504882,,National Standard (India) Ltd.,10,2403,20,134.37,21.37,14.74,7.37,0,0,5.85,2412,15.69,2.15,2412N,19.52,23.66,9.6,-8.75,73.94,0,0,2,7900,3934.7,6389.00/3924.15,7899.51,569.42,Metal - Ferrous,
532942,KNRCON,KNR Constructions Ltd.,2,2403,56.25,131.11,4429.49,733.78,17.56,0.25,0,16.57,2409,1944.86,585.06,2409H,1763.98,-5.72,468.29,122.87,48.81,0,36.69,28.12,7898.47,292.3,415.00/236.70,7676.25,12.33,Engineering - Construction,
542773,IIFLCAPS,IIFL Capital Services Ltd.,2,2403,61.57,65.25,2161.28,513.35,17.36,3,0.62,39.09,2409,645.37,205.34,2409H,1144.69,42.2,367.36,74.62,30.71,0,23.1,30.98,7883.89,251.5,448.60/108.30,3769.6,14.26,Finance - Investment,
543275,ANURAS,Anupam Rasayan India Ltd.,10,2403,109.79,249.88,1475.07,167.43,10.68,1.25,0.38,4.7,2409,293.96,30.62,2409H,354.62,-41.44,15.45,-79.02,61.18,10.07,9.75,10.99,7866.14,734.4,977.95/633.30,9063.84,184.26,Chemicals,
543358,SANSERA,Sansera Engineering Ltd.,2,2403,10.72,432.33,2811.43,187.04,35.43,3,0.52,15.12,2409,763.37,51.95,2409H,1379.89,13.23,101.22,12.94,30.33,0,58.11,6.19,7831.87,1302,1756.95/900.90,8627.2,46.33,Auto Ancillary,
532670,RENUKA,Shree Renuka Sugars Ltd.,1,2403,212.8,-5.52,11319,-627.2,-2.63,0,-4.18,0,2409,2566.2,-23.1,2409H,5311.2,12.98,-114.9,0,62.48,0,13.41,212.85,7820.07,36.76,56.48/34.30,12067.27,0,Sugar,
532757,VOLTAMP,Voltamp Transformers Ltd.,10,2403,10.12,1473.75,1616.22,307.36,303.81,90,0,24.98,2412,483.52,73.4,2412N,1309.42,17.75,228.59,6.9,38,0,50.47,1.01,7716.53,7465.95,14800.00/6900.00,7708.14,23.45,Electric Equipment,
543669,RUSTOMJEE,Keystone Realtors Ltd,10,2403,113.89,196.74,2222.25,82.1,9.8,0,0.45,7.1,2409,533.07,68.31,2409H,190.97,-77.16,37.16,-54.07,78.35,0,19.43,12.6,7690.01,612.05,799.95/561.30,7488.53,122.36,Construction - Real Estate,
531599,FDC,FDC Ltd.,1,2403,16.28,140.44,1942.94,305.06,18.87,0,0,15.06,2409,513.85,72.04,2409H,1129.25,11.84,188.96,4.63,69.66,0,8.75,16.28,7688.71,480.15,659.00/405.05,7655.62,32.96,Pharmaceuticals & Drugs,
543441,CMSINFO,CMS Info Systems Ltd.,10,2403,162.76,123.51,2264.68,347.14,21.76,5.75,0,21.48,2412,581.49,93.19,2412N,1651.15,12.62,244.99,0.86,0,0,64.98,16.44,7663.52,450,615.90/355.15,7447.7,20.61,BPO/ITeS,
539150,PNCINFRA,PNC Infratech Ltd.,2,2403,51.31,205.4,8649.87,909.42,33.13,0.6,0.08,19.48,2409,1427.05,83.46,2409H,2893.5,-18.59,501.99,69.38,56.07,0,33.56,25.65,7638.45,300.95,574.50/280.00,7417.84,8.54,Engineering - Construction,
