BSE Symbol,NSE Symbol,Company Name          ,AUDITED,,,,,,,,,,LATEST QTR.,,,YEAR TO DATE,,,,,SHAREHOLDINGS,,,,MARKET RELATED DATA,,,,,Sector,*You will find NULL at many places. This for those companies that have announced their FY24 results and do not have YTD Sales or Net Profit. It is reflected in yearly numbers.
,,,Face,Month/,CEqt.,BkVal,Sales,NP,EPS,Div,D/E,RONW,LatQ,Sales,NP,Year/,Sales,Sales,NP,NP,Prom,. Pledged,Inst.,NoShold,Mkt.Cap.,Price,52 Week,Entprise,Trail.P/E,,
,,,Value,Year,Rs.Cr,Rs.,Rs.Cr.,Rs.Cr.,(Rs.),(Rs.),Ratio,(%),Year,Rs.Cr.,Rs.Cr,Month,Rs.Cr.,Growth,Rs.Cr.,Growth,(%),(%),(%),('000),Rs.Cr.,Rs.,H/L,Value,Ratio,,
,,,,,,,,,,,,,,,,,,,,,,,,,As on Date 6th Feb 2025,,,,,,
521054,,Kakatiya Textiles Ltd.,10,2403,5.79,-25.27,0.79,-1.47,-2.54,0,-1.46,0,2409,0.59,-0.45,2409H,2.96,658.97,-0.5,0,51.03,0,0.02,0.58,12.22,22,34.95/18.30,27.8,0,Textile - Spinning,
530439,,Siddha Ventures Ltd.,10,2403,10,41.87,0.29,0.79,0.8,0,0,2.07,2409,3.09,2.85,2409H,3.36,1077.54,3.04,2168.66,5.76,0,0.19,1,12.19,11.97,21.11/7.80,9.09,3.24,Finance - Investment,
531578,,KMF Builders & Developers Ltd.,5,2403,6.09,9.92,20.11,0.48,0.39,0,0.02,3.85,2409,0,-0.2,,,,,,48.23,0,0,1.22,12.16,9.61,14.43/5.71,9.88,0,Construction - Real Estate,
505797,,Mipco Seamless Rings (Gujarat) Ltd.,10,2403,5.58,-9.18,0,-0.31,-0.55,0,-0.6,0,2409,0,-0.04,,,,,,0,0,0.5,0.36,12.16,33.91,46.35/26.13,12.9,0,IT - Software,
505515,,Shyamkamal Investments Ltd.,10,2403,10.14,4.77,0,-0.21,-0.21,0,0.09,-7.54,2412,0.13,-0.35,2412N,0.68,0,-0.54,-924.24,1.59,0,0,1.35,12.15,8.84,13.93/7.52,9.82,0,Finance - NBFC,
531980,,Senthil Infotek Ltd.,10,2403,5.05,9.47,0.11,0.01,0.01,0,0,0.08,2409,0.03,0,2409H,0.06,-9.23,0,-25,73.75,0,0,0.51,12.12,24,28.05/10.99,12.12,0,IT - Software,
542667,,White Organic Retail Ltd.,10,2403,32.72,-17.05,0,-27.25,-8.33,0,0,-9.17,2406,0,-67.97,2406Q,0,0,-67.97,0,35.45,0,1.1,3.27,12.04,3.84,8.69/3.27,11.57,0,Retailing,
511187,,Mahamaya Investments Ltd.,1,2403,5,0.94,1.19,-0.27,-0.02,0,0,-1.91,2409,0.36,-0.04,2409H,0.55,4.19,-0.13,0,0,0,5.45,5,12,2.38,4.24/1.59,11.99,0,Finance - Investment,
531613,,Meyer Apparel Ltd.,3,2403,24.27,-4.03,4.28,-1.84,-0.23,0,0,0,2409,0.38,-0.3,2409H,0.69,-59.58,-0.57,0,74.32,0,0.36,8.05,11.99,1.5,3.05/1.42,11.96,0,Textile,
539402,,Naksh Precious Metals Ltd.,10,2403,10.52,5.91,0.09,-0.09,0.03,0,0.01,0.55,2409,0.53,0.16,2409H,1.06,1415.71,0.23,0,25.26,0,0,1.05,11.99,11.2,18.80/7.99,11.84,43.16,Automobiles - Dealers & Distributors,
509423,BAKELHYLAM,Sanathnagar Enterprises Ltd.,10,2403,3.15,-40.84,3.81,2.94,9.34,0,-1.65,0,2412,0,-0.08,,,,,,74.99,0,1.18,0.32,11.94,37.92,87.55/18.51,26.04,0,Construction - Real Estate,
539043,BKMINDST,BKM Industries Ltd.,1,2403,0.12,1.3,0.93,-2.05,-16.52,0,5.07,-71.49,2409,0.04,-5.03,2409H,0.06,0,-5.75,0,37.54,3.51,4.72,6.55,11.93,1.82,2.50/1.25,8.33,0,Engineering - Industrial Equipments,
521080,,Pasari Spinning Mills Ltd.,10,2403,13.8,-0.06,0.69,0.42,0.31,0,-6.73,0,2409,0.17,0.11,2409H,0.34,0.29,0.23,1.79,53.06,0,0,1.38,11.9,8.56,14.84/6.01,13.71,36.68,Textile - Spinning,
531338,,Milestone Global Ltd.,10,2403,5.02,19.19,15.51,0.73,1.3,0,0,7.1,2409,3.58,0.04,2409H,6,-17.07,0.13,-72.27,73.26,0,5.98,0.5,11.84,22.42,46.18/22.17,11.27,0,Miscellaneous,
537709,,Shree Hanuman Sugar & Industries Ltd.,10,2403,18.5,82.76,0,-0.26,-0.14,0,0.36,-0.17,2409,0,-0.07,,,,,,15.16,0,0.02,1.85,11.84,6.48,16.90/5.60,67.57,0,Sugar,
521137,,Eureka Industries Ltd.,10,2403,8.75,-2.26,19.25,-4.56,-5.21,0,-0.35,0,2412,35.94,0.79,2412N,46.18,288.19,1.66,0,0,0,0,0.88,11.79,13.84,13.55/2.71,13,0,Textile - Spinning,
531671,,Bisil Plast Ltd.,1,2403,5.4,0.2,4.03,0.2,0.04,0,0,21.71,2409,0,0.02,2409H,0.47,-70.67,0.02,-75,0,0,0,5.4,11.78,2.16,3.63/1.82,11.71,201.87,Plastic Products,
535205,,Mystic Electronics Ltd.,10,2403,19.77,14.26,0,-1.49,-0.75,0,0.04,-5.27,2409,0,0.13,,,,,,6.9,0,0,1.98,11.76,5.94,9.90/3.30,11.14,0,Trading,
501945,,Dhenu Buildcon Infra Ltd.,1,2403,1.83,1.44,0,-0.1,-0.05,0,0,-3.16,2409,0,-0.23,,,,,,11.53,0,0.22,1.83,11.75,6.54,10.37/2.09,11.73,0,Finance - Stock Broking,
530715,ALPSINDUS,Alps Industries Ltd.,10,2403,39.11,-220.19,1.91,-56.25,-14.38,0,-1,0,2409,0,-15.82,2409H,0,-100,-31.57,0,22.21,10.28,0,3.91,11.73,2.92,4.59/1.80,871.35,0,Textile,
538919,,Skyline Ventures India Ltd.,10,2403,3.97,9.87,0,-0.62,-1.56,0,0.27,-14.4,2412,0,-0.02,,,,,,7.13,0,0,0.4,11.73,29.5,45.35/12.72,12.87,0,Diversified,
532035,,Unistar Multimedia Ltd.,10,2303,12.38,38.36,24.43,0.35,0.28,0,0,10.37,2409,0.87,-0.03,24090,21.9,2.58,4.6,-19.53,0,0,0,2.5,11.73,4.69,13.45/4.47,11.58,71.93,"Film Production, Distribution & Entertainment",
540174,,Southern Infosys Ltd.,10,2403,5.02,11.19,18.56,0.24,0.47,0,0,4.29,2409,0.2,0.02,2409H,1.94,-70.15,0.05,24.39,72.41,0,0.78,0.5,11.72,23.99,33.16/15.00,11.42,59.32,IT - Software,
507962,,Rajath Finance Ltd.,10,2403,4,11.44,2.03,-0.14,-3.13,0,0.08,-20.05,2412,0.04,-0.45,2412N,0.16,591.3,-1.56,0,73.75,0,0,0.4,11.67,29.17,29.17/21.79,12.09,0,Finance - NBFC,
509449,,Bhagawati Oxygen Ltd.,10,2403,2.31,17.77,0.72,0.41,1.78,0,0.29,9.48,2409,0.3,-0.19,2409H,0.54,-0.18,-0.39,-114.71,43.3,0,12.99,0.23,11.56,50.7,84.68/39.00,11.4,0,Industrial  Gases & Fuels,
538596,,Cemantic Infra-Tech Ltd.,10,2403,25.07,1.12,0,-0.3,-0.12,0,0.61,-9.56,2409,0,-0.08,,,,,,23.94,0,0.01,2.51,11.51,4.81,11.57/2.80,13.61,0,Construction - Real Estate,
532931,BURNPUR,Burnpur Cement Ltd.,10,2403,86.12,-56.82,19.73,-0.2,-11.51,0,-0.91,0,2409,0,-16.65,,,,,,1.98,0,0,8.61,11.47,6.66,13.00/5.35,458.96,0,Cement & Construction Materials,
521014,EUROTEXIND,Eurotex Industries And Exports Ltd.,10,2403,8.74,-34.05,0.64,-6.53,-7.48,0,-1.4,0,2409,0.03,-1.52,2409H,0.65,32350,-2.64,0,70.99,0,0.02,0.87,11.46,12.74,20.80/11.75,49.36,0,Textile - Spinning,
526081,,SC Agrotech Ltd.,10,2403,6,4.44,0.68,0.24,0.4,0,0,9.47,2409,0,-0.2,,,,,,3.37,0,0,0.6,11.43,20,22.95/11.76,11.15,99.95,Agriculture,
530035,,Santosh Fine-Fab Ltd.,10,2403,3.43,16.08,12.9,-0.94,-2.74,0,0.84,-15.1,2409,4.18,0.01,2409H,7.56,20.04,-0.17,0,52.14,0,0,0.35,11.35,32.2,40.60/19.10,16.46,0,Textile - Weaving,
506365,,Chemo-Pharma Laboratories Ltd.,10,2403,1.5,89.9,0.49,-1.45,8.01,0,0,9.84,2412,0,-0.17,,,,,,27.89,0,0.17,0.15,11.31,75.38,154.00/52.25,4.55,28.7,Pharmaceuticals & Drugs,
504397,,Ganesh Holdings Ltd.,10,2403,0.4,50.1,0.14,-0.04,-1.01,0,0,-2,2409,0.02,-0.01,2409H,0.06,-14.49,-0.01,0,49.46,0,0,0.04,11.24,157.6,199.55/60.00,11.24,0,Finance - NBFC,
512361,,Cupid Breweries And Distilleries Ltd.,10,2403,0.96,-15.18,0,-0.09,-0.92,0,-1.8,0,2412,0.26,0.2,2412N,0.35,0,-0.26,0,0,0,0,0.1,11.21,119.05,116.75/24.45,14.57,0,Finance - NBFC,
526588,,Photoquip (India) Ltd.,10,2403,5.34,13.22,16.17,-2.23,-4.18,0,1.22,-29.4,2412,3.57,-0.03,2412N,12.55,21.22,0.25,0,47.07,0,0.05,0.6,11.19,19.59,29.80/17.74,19.99,12.53,Photographic Products,
531406,,ANS Industries Ltd.,10,2403,9.26,3.53,0,-0.38,-0.41,0,0.31,-6.95,2409,0,-1.65,,,,,,52.99,0,1.77,0.93,11.19,12.69,15.17/8.27,12.2,0,Consumer Food,
500142,FGPIND,FGP Ltd.,10,2403,11.89,3.13,0.86,6.42,0.22,0,0,8.01,2409,0.06,0.06,2409H,0.12,20.41,0.35,368.92,41.45,0,5.39,1.19,11.17,10,14.18/5.51,11.13,26.2,Business Support,
531027,,Libord Securities Ltd.,10,2403,5,8.74,0.01,0.37,0.75,0,0,8.84,2412,0,-0.45,,,,,,74.97,0,0.62,0.5,11.15,23.41,43.91/9.50,11.07,0,Finance - Investment,
520081,ESTCSTSTEL,Eastcoast Steel Ltd.,10,2403,5.4,34.84,19.76,-0.03,-0.06,0,0.13,-0.15,2409,2.15,-0.8,2409H,12.25,432.42,-0.58,0,19.87,0,0.47,0.54,11.12,20.6,35.14/18.35,6.48,0,Steel & Iron Products,
502271,,Raasi Refractories Ltd.,10,2403,4.71,-28,40.33,0.3,0.63,0,-2.21,0,2409,11.63,0.63,2409H,21.43,11.31,0.11,-95,50.74,50.65,2.1,0.47,11.08,23.51,54.74/18.66,42.92,116.62,Refractories,
526468,,Euro Leder Fashion Ltd.,10,2403,3.91,33.47,33.28,0.31,0.78,0,1.34,2.15,2409,4.35,-0.03,2409H,7.56,-56.29,-0.01,-103.74,40.97,0,0.4,0.45,11.06,24.8,33.74/17.58,23.11,0,Leather,
534639,,Vinayak Polycon International Ltd.,10,2403,3.08,15.78,21.51,0.3,0.96,0,0.92,6.35,2409,5.77,0.03,2409H,9.97,-5.53,0.08,-16.48,59.67,0,0,0.31,11.06,35,45.90/20.00,14.33,50.62,Plastic Products,
507515,,CJ Gelatine Products Ltd.,10,2403,4.81,4.22,40.89,-1.95,-4.04,0,8.81,-60.94,2409,10.06,-0.24,2409H,18.98,-5.67,-0.2,0,61.37,0,0.01,0.48,10.98,22.75,29.70/16.45,30.88,0,Chemicals,
531902,,Gallops Enterprises Ltd.,10,2403,5.01,2.8,0.08,0.01,0.01,0,0,0.4,2409,0,-0.08,,,,,,54.01,0,0,0.5,10.93,23.19,29.90/19.31,10.33,0,Finance - NBFC,
523151,,Otco International Ltd.,2,2403,2.59,2.06,2.01,0.06,0.05,0,2.44,2.42,2409,0.15,0.01,2409H,0.81,26.48,0.03,-9.37,74.21,0,0,1.3,10.93,8.3,9.50/5.50,16.52,336.03,IT - Software,
531911,,Galaxy Agrico Exports Ltd.,10,2403,2.73,11.41,5.85,0.2,-2.04,0,0.4,63.04,2409,1,0.09,2409H,1.97,-23.81,0.14,0,65.22,0,0,0.27,10.93,41,68.23/28.22,12.42,0,Bearings,
531676,,Vaghani Techno-Build Ltd.,10,2403,5.22,13.74,0,-0.1,-0.19,0,0,-1.4,2409,0,0,,,,,,73.87,0,0,0.52,10.92,20.91,20.91/12.58,10.9,390.11,Engineering - Construction,
532078,,Monind Ltd.,10,2403,3.68,-142.03,0,-1.97,-5.36,0,-0.49,0,2409,0,-0.61,,,,,,75,0,4.3,0.37,10.85,29.48,29.48/14.87,36.87,0,Steel & Iron Products,
536672,,VCU Data Management Ltd.,10,2403,15.5,19.42,1.89,-0.15,0.01,0,0,0.03,2409,0,0.1,2109H,0,-100,0.49,0,18.64,0,0.01,1.55,10.85,6.79,12.13/5.20,10.6,277.14,IT - Software,
538812,,Aanchal Ispat Ltd.,10,2403,20.85,-0.73,109.35,-6.25,-3,0,-72.66,-317.74,2412,33.8,-0.21,2412N,116.53,87.68,-0.35,0,31.64,0,0,2.09,10.8,5.18,9.60/4.63,91.56,12.69,Steel & Iron Products,
531797,,Scan Projects Ltd.,10,2403,2.87,37.36,7.99,0.06,0.19,0,0,1.51,2409,0.56,0.03,2409H,5.64,56.87,0.04,0,64.04,0,0,0.29,10.79,143.9,170.00/32.45,11.54,52.53,Engineering,
534796,,CDG Petchem Ltd.,10,2403,3.08,0.08,40.53,-0.55,-2.98,0,10.72,-69.99,2409,6.04,-0.36,2409H,3.74,-60.95,-0.83,0,62.1,0,2.11,0.31,10.77,33.56,66.41/21.45,10.9,0,Plastic Products,
512618,,RLF Ltd.,10,2403,9.8,21.68,0.96,-0.08,0.04,0,0.17,0.21,2409,0.57,0.87,2409H,0.39,-78.29,0.08,-77.3,50.8,0,0.54,1,10.74,10.21,13.45/7.07,14.65,0,Textile,
531257,,Pratiksha Chemicals Ltd.,10,2403,5.57,6.19,11.15,0.11,0.1,0,0.95,1.47,2409,1.33,0.05,2409H,3.91,9.96,-0.18,-491.3,46.01,0,0,0.56,10.73,20.23,28.99/19.13,14.18,0,Dyes & Pigments,
532105,,Mega Fin (India) Ltd.,10,2403,8.18,1.52,0.27,0.13,0.15,0,0.05,5.79,2409,0,0,,,,,,41.64,0,0.24,0.82,10.68,13.06,13.06/11.29,10.78,53.39,Finance - NBFC,
531301,,High Street Filatex Ltd.,10,2403,0.65,-22.68,1.46,0.06,0.99,0,-1.13,0,2412,0,-0.03,2412N,3.91,1491.06,-0.1,0,24.44,0,0,0.06,10.63,161.05,192.94/56.20,12.2,182.82,Textile,
524458,,Indo Euro Indchem Ltd.,10,2403,9.04,12.11,10.82,0.04,0.04,0,0,0.35,2409,0.91,0.01,2409H,0.91,-61.98,0.01,7.14,56.21,0,0.59,0.91,10.61,11.78,22.82/10.80,10.53,343.44,Trading,
523222,,SRM Energy Ltd.,10,2403,9.06,-4.42,0,-0.78,-0.43,0,-1.34,0,2412,0,-0.11,2412N,0,0,-0.3,0,71.19,0,0.06,0.91,10.6,11.7,39.54/11.47,15.71,0,Textile,
524514,,Tulasee Bio-Ethanol Ltd.,10,2403,5.84,1.38,0,-0.13,-0.23,0,8.74,-15.01,2412,0,-0.02,,,,,,48.89,0,0,0.59,10.59,17.97,23.75/17.10,17.91,0,Chemicals,
516020,,Agio Paper & Industries Ltd.,10,2403,16.13,1.36,0.3,-1.08,-0.67,0,4.54,-31.25,2409,0,-0.39,,,,,,63.56,0,0.04,1.61,10.58,6.56,8.61/3.63,24.87,0,Paper & Paper Products,
531456,,Minaxi Textiles Ltd.,1,2403,4.94,0.31,34.29,-3.11,-0.63,0,6.04,-71.39,2412,5.92,-0.45,2412N,22.7,-10.91,-1.24,0,38.77,0,0,4.94,10.58,2.1,4.31/1.61,26.98,0,Textile,
524604,,Adline Chem Lab Ltd.,10,2403,5.85,-3.47,0,-0.15,-0.25,0,-0.87,0,2412,0,-0.12,,,,,,29.61,0,0,0.58,10.53,18,28.70/11.92,12.07,0,Pharmaceuticals & Drugs,
539621,,BCL Enterprises Ltd.,1,2403,11.66,1.11,2.62,-2.56,-0.22,0,0.1,-18.14,2412,2.05,-0.09,2412H,3.37,74.24,0.12,-83.93,3.15,0,0.01,11.66,10.49,0.92,1.47/0.81,11.24,0,Finance - NBFC,
526568,,Longview Tea Company Ltd.,10,2403,3,61.38,1.17,1.52,5.07,0,0,8.93,2406,1.02,0.58,2406Q,1.02,0,0.58,23.52,44.37,0,3.49,0.3,10.49,34.33,64.94/31.65,10.32,13.01,Trading,
539230,,Chemiesynth (Vapi) Ltd.,10,2403,3.07,36.94,16.43,-0.39,-1.26,0,1.37,-3.37,2409,5.47,0.42,2409H,8.32,-5.01,0.17,-48.82,62.35,0,0,0.31,10.48,34.14,34.14/22.05,25.98,0,Chemicals,
526869,,Kumbhat Financial Services Ltd.,10,2403,4.75,4.96,0.34,-1.79,-3.77,0,0,-50.76,2412,0.68,-0.38,2412N,0.92,268.13,-0.28,-243.59,15.32,0,0,0.47,10.47,20.94,25.63/12.89,24.35,0,Finance - NBFC,
531846,,Trinity League India Ltd.,10,2403,7.92,3.41,0.06,-0.06,-4.06,0,0,-67.68,2409,0.01,-0.05,2409H,0.01,-91.8,-0.44,0,61.01,0,0,0.79,10.43,13.49,25.69/11.98,10.41,0,Miscellaneous,
539384,,Krishna Capital And Securities Ltd.,10,2403,3.16,15.71,0.39,0.14,0.44,0,0,2.83,2412,0.09,0.01,2412N,0.36,27.96,0,-101.28,42.87,0,0,0.32,10.42,33,40.10/15.50,10.34,176.57,Finance - NBFC,
506122,,Kairosoft Ai Solutions Ltd.,10,2403,0.4,532.35,0,-4.54,-113.6,0,0.11,-19.75,2409,0,0.33,,,,,,15,0,0,0.04,10.38,246.65,347.15/92.15,11.16,0,Finance - Investment,
526113,,Uniroyal Marine Exports Ltd.,10,2403,6.48,-0.94,19.29,-2.6,-4.02,0,41.35,-157.97,2409,5.37,-0.31,2409H,8.52,31.51,-0.97,0,30.42,0,0.01,0.65,10.37,15.98,24.39/9.52,24.25,0,Consumer Food,
540132,,Sabrimala Industries India Ltd.,10,2403,8.71,7.48,5.58,0.33,0.37,0,0,5.25,2409,0,0.13,2409Q,0,-100,0.13,-37.56,0,0,0.34,0.87,10.36,11.3,36.52/5.92,9.88,66.98,Retailing,
530057,,Vivanza Biosciences Ltd.,1,2403,4,1.25,27.84,0.55,0.08,0,0.69,6.97,2412,1.5,0.04,2412N,2.77,-77.11,0.27,-61.38,20.02,0,0,4,10.36,2.4,9.54/2.52,14.45,0,Trading,
531574,,Vas Infrastructure Ltd.,10,2403,15.13,-171.43,-0.42,-62.26,-41.15,0,-0.46,0,2409,0,-0.24,,,,,,46.92,0,0,1.51,10.35,7.17,6.84/2.85,126.34,0,Construction - Real Estate,
526574,,Enterprise International Ltd.,10,2403,2.99,45.58,5.25,0.15,0.5,0,0,1.24,2409,1.74,0.18,2409H,3.83,17.58,0.17,205.36,33.51,0,0,0.3,10.32,35.19,41.43/22.00,10.52,50.01,Textile,
533268,,Sea TV Network Ltd.,10,2403,12.02,-33.2,11.94,30.41,25.18,0,-0.64,0,2409,3.32,-0.05,2409H,3.37,-30.52,-2.75,0,58.49,29.99,0,1.2,10.3,8.29,13.11/7.34,38.39,0,TV Broadcasting & Software Production,
526431,,Welterman International Ltd.,10,2403,4.44,-27.61,0,-0.14,-0.3,0,-0.41,0,2412,0,-0.09,,,,,,45.34,0,1.35,0.44,10.29,23.17,29.70/12.80,15.77,0,Leather,
540481,,Classic Leasing & Finance Ltd.,10,2403,3,-14.22,0.39,0.18,0.61,0,-1.74,0,2412,0.18,0.15,2412N,0.43,89.13,0.38,1357.69,33.49,0,0,0.3,10.28,34.93,59.22/11.01,19.72,19.55,Finance - NBFC,
513540,,Tamilnadu Steel Tubes Ltd.,10,2403,5.13,18.76,71.5,0.28,0.55,0,0.66,3.02,2409,16.45,0.03,2409H,37.4,-1.79,0.13,84.29,13.61,0,1.38,0.51,10.25,20,22.82/11.30,13.44,29.88,Steel & Iron Products,
526841,,Shakti Press Ltd.,10,2403,3.52,53.41,11.58,0.48,1.36,0,0.71,3.2,2412,3.33,0.03,2412N,8.94,8.2,0.11,-89.31,50.63,0,2.48,0.35,10.22,31.32,44.19/21.26,21.65,0,Printing And Publishing,
523387,TRITON,Triton Corp Ltd.,1,2403,19.99,0.5,0,-0.43,-0.02,0,0.07,-4.17,2409,0,-0.09,2409H,0,0,-0.19,0,67.62,0,0.33,19.99,10.19,0.51,0.56/0.44,10.89,0,BPO/ITeS,
531259,,Esha Media Research Ltd.,10,2403,8.3,-13.68,0.14,-0.09,-0.11,0,-1.07,0,2409,0.38,-3.73,2409H,1.53,2085.71,-3.38,0,28.34,0,0.01,0.78,10.15,13.3,23.43/5.43,17.97,0,Advertising & Media,
524322,,Kabra Drugs Ltd.,10,2403,4.39,3.25,0,-0.74,-1.68,0,-1.16,0,2409,0,-0.4,,,,,,0,0,0,1.01,10.14,10.06,10.06/6.85,8.69,0,Pharmaceuticals & Drugs,
531029,,Bharat Textiles & Proofing Industries Ltd.,10,2403,5.86,3.28,17.46,0.14,0.24,0,5.87,7.81,2409,5.31,0.04,2409H,8.21,34.59,0.08,-8.14,50.58,0,0.87,0.59,10.12,17.27,17.27/7.64,21.83,113.62,Textile,
511664,,BGIL Films & Technologies Ltd.,10,2403,11.33,16.88,0,-0.66,-0.59,0,0.06,-3.38,2409,0,-0.11,,,,,,41.84,7.04,0,1.13,10.1,8.6,10.30/3.28,11.57,0,"Film Production, Distribution & Entertainment",
540026,,Ladam Affordable Housing Ltd.,5,2403,9.15,12.32,0.82,-0.09,-0.07,0,0.45,-0.53,2409,0.42,0.12,2409H,0.42,0,0.06,0,58.85,4.37,0,1.83,10.01,5.74,12.63/5.32,20.6,0,Finance - Investment,
530931,,Stanpacks (India) Ltd.,10,2403,6.1,11.57,27.38,0.27,0.44,0,1.3,3.95,2412,6.68,0.04,2412N,21.6,2.8,0.16,0,31.9,0,1.44,0.61,9.99,16.58,18.00/9.51,17.73,13.33,Plastic Products,
512217,,Prism Medico and Pharmacy Ltd.,10,2403,6.06,24.84,54.72,0.04,-0.03,0,0,-0.14,2409,9.75,-0.04,2409H,0.35,963.64,-0.08,0,25,0,0,0.61,9.98,17.28,37.20/15.32,9.9,0,Finance - Investment,
531334,,Vikalp Securities Ltd.,10,2403,3.05,13.87,0,0.02,0.06,0,0,0.46,2409,0,-0.07,,,,,,0,0,0,0.31,9.93,34.15,60.51/14.40,9.91,0,Finance - Investment,
531304,,Nutech Global Ltd.,10,2403,3.2,18.13,36.49,-0.08,-0.26,0,1.37,-1.33,2409,10.41,-0.08,2409H,20.67,1.58,-0.29,0,38.22,0,0,0.32,9.93,31,34.41/15.88,19.34,0,Textile - Weaving,
532350,PADMALAYAT,Padmalaya Telefilms Ltd.,10,2403,17,9.62,0,-0.22,-0.13,0,0.02,-1.31,2409,0,0.07,2409H,0.03,-22.5,-0.05,0,10.44,0,0,1.7,9.93,6.13,10.84/2.47,10.19,0,TV Broadcasting & Software Production,
500358,RAMAPETRO,Rama Petrochemicals Ltd.,10,2403,10.47,-55.09,0.81,-0.41,-0.38,0,-0.73,0,2409,0.03,-1.71,2409H,0.03,-94.93,-3.22,0,53.28,0,0.17,1.05,9.9,9.46,9.95/4.75,65.29,0,Trading,
530271,,Rich Universe Network Ltd.,10,2403,7.25,10.08,0,-0.09,-0.12,0,0.2,-1.18,2412,0,-0.03,2412N,0.01,0,-0.09,-279.17,12.38,0,0.07,0.73,9.86,13.27,21.42/8.50,11.36,0,Finance - Investment,
539406,,Swagtam Trading & Services Ltd.,10,2403,1.19,38.52,0.3,0.11,0.97,0,0,2.54,2409,0,0.02,,,,,,3.12,0,0,0.12,9.85,78.59,106.00/45.10,9.77,167.14,Business Support,
531521,,Desh Rakshak Aushdhalaya Ltd.,10,2403,4.44,21.21,6.01,0.43,0.96,0,0.3,4.74,2409,1.19,0.15,2409H,2.27,17,0.24,36.78,64.28,0,0,0.44,9.84,23.26,22.16/7.29,13.1,25.68,Pharmaceuticals & Drugs,
509835,,Premier Synthetics Ltd.,10,2403,4.59,23.9,52.74,-2.21,-2.73,0,0.61,-18.31,2409,2.48,0.1,2409H,10.97,-68.6,0.4,558.33,48.03,0,3.43,0.46,9.82,21.7,34.65/13.35,18.04,39.88,Textile - Spinning,
524624,,Gagan Gases Ltd.,10,2403,4.52,6.88,2.13,0.06,0.13,0,0.01,1.99,2409,1.43,0.08,2409H,2.77,212.29,0.06,0,38.59,0,0.01,0.45,9.81,22.4,31.49/18.50,9.83,120.49,Industrial  Gases & Fuels,
531585,,Devine Impex Ltd.,10,2403,9.53,14.28,2.83,0.02,0.04,0,0,0.28,2412,0.34,0.02,2412N,1.06,47.1,0.04,56.52,34.54,0,0.02,0.95,9.77,10.25,13.14/6.75,9.75,195.61,Trading,
542803,,Vaxfab Enterprises Ltd.,10,2403,8.4,5.93,16.75,0.33,-4.25,0,0.01,-24.55,2409,4.15,0.19,2409H,10.67,76.29,-7.64,-2753.82,0,0,0,0.84,9.75,11.7,15.25/7.16,9.56,0,Trading,
507938,,Manipal Finance Corporation Ltd.,10,2403,8.38,-17.92,0.21,-0.14,-0.17,0,-0.3,0,2409,0.08,-0.03,2409H,0.13,47.06,-0.1,0,34.29,0,0,0.84,9.71,11.59,11.59/5.00,11.24,0,Finance - NBFC,
519214,,Williamson Financial Services Ltd.,10,2403,8.36,-415.28,2.12,-4.72,-5.64,0,-1.34,0,2409,0,0.11,,,,,,62.62,0,0.56,0.84,9.67,11.34,20.58/5.78,472.75,7.03,Finance - NBFC,
526441,,Vision Cinemas Ltd.,1,2403,7.08,2.04,1.58,-0.11,0,0,0,0.12,2409,1.62,0.11,2409H,1.73,72.54,-0.06,-145.86,38.84,0,0.02,7.08,9.63,1.33,2.43/0.90,8.61,0,"Film Production, Distribution & Entertainment",
531887,,Tacent Projects Ltd.,10,2403,3.51,-0.74,0.05,-0.03,-0.08,0,-0.7,0,2412,0,-0.04,2412N,0.03,-55.56,-0.08,0,56.72,0,0.02,0.35,9.62,27.4,27.40/14.58,9.83,0,Textile,
500426,,UTL Industries Ltd.,1,2403,3.3,1.27,0.07,-0.23,-0.07,0,0,-5.25,2409,0.06,-0.01,2409H,0.1,300,-0.03,0,0.01,0,0,3.3,9.62,2.97,4.99/2.12,9.67,0,Business Support,
531300,,Amit International Ltd.,10,2403,18.95,10.36,0,0.07,0.04,0,0,0.34,2409,0,-0.01,,,,,,17.49,0,5.53,1.89,9.57,5.05,6.09/3.16,9.57,0,Trading,
530179,,RSC International Ltd.,10,2403,5.29,0.91,0.43,-0.03,-0.05,0,-4.33,0,2409,0.11,-0.01,2409H,0.68,577,0.08,0,37.06,0,0,0.57,9.56,16.63,16.63/6.86,9.65,191.37,Trading,
504746,,Indian Link Chain Manufacturers Ltd.,10,2403,0.5,66.04,0,0.09,1.8,0,0,2.87,2409,0,0.04,,,,,,55.4,0,0.08,0.05,9.55,191,222.50/162.90,9.53,63.67,Trading,
531409,,Alchemist Corporation Ltd.,10,2403,4.91,2.17,0,0.06,0.14,0,0.51,6.96,2409,0,-0.08,2409H,0,0,-0.11,0,74.11,0,0,0.49,9.53,19.4,22.60/11.10,10.2,71.17,Trading,
542864,,Mount Housing & Infrastructure Ltd.,10,2403,3.03,13.79,2.02,0.08,0.27,0,2.36,1.75,2409,0,-0.64,2409H,0.01,-91.78,-1.13,0,72.44,0,0,0.3,9.53,31.47,31.47/29.98,20.14,101.42,Construction - Real Estate,
524622,,iStreet Network Ltd.,4,2403,8.52,-0.88,18.63,-3.14,-0.06,0,-1.02,0,2412,0,-0.03,,,,,,46.2,0,0,2.13,9.52,4.47,5.44/1.86,11.32,0,Pharmaceuticals & Drugs,
